Index,Difficulty Level,Words,Description,WOC_2021,SOW_2021,WOC_2020,SOW_2020
1028,TWO,mackerel,flesh of very important usually small (to 18 in) fatty Atlantic fish,1,0,1,0
1029,TWO,laureate,someone honored for great achievements; figuratively someone crowned with a laurel wreath,1,0,1,0
1030,TWO,fluoride,a salt of hydrofluoric acid,1,0,1,0
1031,TWO,paneer,Undefined,1,0,1,0
1032,TWO,hiatus,an interruption in the intensity or amount of something,1,0,1,0
1033,TWO,redux,brought back,1,0,1,0
1034,TWO,callow,young and inexperienced,1,0,1,0
1035,TWO,Goliath,(Old Testament) a giant Philistine warrior who was slain by David with a slingshot,1,0,1,0
1036,TWO,moorage,a fee for mooring,1,0,1,0
1037,TWO,panir,Undefined,1,0,1,0
1038,TWO,freesia,any of several plants of the genus Freesia valued for their one-sided clusters of usually fragrant yellow or white or pink tubular flowers,1,0,1,0
1039,TWO,dramaturgy,the art of writing and producing plays,1,0,1,0
1040,TWO,biscuit,small round bread leavened with baking-powder or soda,1,0,1,0
1041,TWO,splenetic,of or relating to the spleen,1,0,1,0
1042,TWO,Minotaur,(Greek mythology) a mythical monster with the head of a bull and the body of a man; slain by Theseus,1,0,1,0
1043,TWO,omnibus,an anthology of articles on a related subject or an anthology of the works of a single author,1,0,1,0
1044,TWO,exoneration,the condition of being relieved from blame or obligation,1,0,1,0
1045,TWO,murmuration,a low continuous indistinct sound; often accompanied by movement of the lips without the production of articulate speech,1,0,1,0
1046,TWO,flourish,a showy gesture,1,0,1,0
1047,TWO,legato,(music) without breaks between notes; smooth and connected,1,0,1,0
1048,TWO,intermezzo,a short movement coming between the major sections of a symphony,1,0,1,0
1049,TWO,biscotti,Undefined,1,0,1,0
1050,TWO,duvet,a soft quilt usually filled with the down of the eider,1,0,1,0
1051,TWO,Clydesdale,heavy feathered-legged breed of draft horse originally from Scotland,1,0,1,0
1052,TWO,beatific,experiencing or bestowing celestial joy,1,0,1,0
1053,TWO,slovenly,negligent of neatness especially in dress and person; habitually dirty and unkempt,1,0,1,0
1054,TWO,edification,uplifting enlightenment,1,0,1,0
1055,TWO,calibrate,make fine adjustments or divide into marked intervals for optimal measuring,1,0,1,0
1056,TWO,turpitude,a corrupt or depraved or degenerate act or practice,1,0,1,0
1057,TWO,phonics,teaching reading by training beginners to associate letters with their sound values,1,0,1,0
1058,TWO,repository,a facility where things can be deposited for storage or safekeeping,1,0,1,0
1059,TWO,aerobics,exercise that increases the need for oxygen,1,0,1,0
1060,TWO,vacuousness,indicative of or marked by mental vacuity and an absence of ideas,1,0,1,0
1061,TWO,appellation,identifying word or words by which someone or something is called and classified or distinguished from others,1,0,1,0
1062,TWO,platitude,a trite or obvious remark,1,0,1,0
1063,TWO,calisthenics,the practice of calisthenic exercises,1,0,1,0
1064,TWO,dissipate,to cause to separate and go in different directions,1,0,1,0
1065,TWO,paisley,a soft wool fabric with a colorful swirled pattern of curved shapes,1,0,1,0
1066,TWO,epilepsy,a disorder of the central nervous system characterized by loss of consciousness and convulsions,1,0,1,0
1067,TWO,duodenum,the part of the small intestine between the stomach and the jejunum,1,0,1,0
1068,TWO,nobiliary,Undefined,1,0,1,0
1069,TWO,obediential,Undefined,1,0,1,0
1070,TWO,accomplice,a person who joins with another in carrying out some plan (especially an unethical or illegal plan),1,0,1,0
1071,TWO,contrariwise,in a contrary disobedient manner,1,0,1,0
1072,TWO,importunate,expressing earnest entreaty,1,0,1,0
1073,TWO,valorous,having or showing valor,1,0,1,0
1074,TWO,commerce,transactions (sales and purchases) having the objective of supplying commodities (goods and services),1,0,1,0
1075,TWO,odiferous,Undefined,1,0,1,0
1076,TWO,kerchief,a square scarf that is folded into a triangle and worn over the head or about the neck,1,0,1,0
1077,TWO,petroleum,a dark oil consisting mainly of hydrocarbons,1,0,1,0
1078,TWO,recuperation,gradual healing (through rest) after sickness or injury,1,0,1,0
1079,TWO,valourous,Undefined,1,0,0,0
1080,TWO,keratitis,inflammation of the cornea causing watery painful eyes and blurred vision,1,0,1,0
1081,TWO,combination,a collection of things that have been combined; an assemblage of separate parts or qualities,1,0,1,0
1082,TWO,whimsical,determined by chance or impulse or whim rather than by necessity or reason,1,0,1,0
1083,TWO,regalia,paraphernalia indicative of royalty (or other high office),1,0,1,0
1084,TWO,citronella,Undefined,1,0,1,0
1085,TWO,isotopic,of or relating to or having the relation of an isotope,1,0,1,0
1086,TWO,honorific,an expression of respect,1,0,1,0
1087,TWO,torrent,a heavy rain,1,0,1,0
1088,TWO,stamina,enduring strength and energy,1,0,1,0
1089,TWO,incinerate,become reduced to ashes,1,0,1,0
1090,TWO,palliative,remedy that alleviates pain without curing,1,0,1,0
1091,TWO,carpal,any of the eight small bones of the wrist of primates,1,0,1,0
1092,TWO,honourific,Undefined,1,0,0,0
1093,TWO,arsenic,a white powdered poisonous trioxide of arsenic; used in manufacturing glass and as a pesticide (rat poison) and weed killer,1,0,1,0
1094,TWO,criteria,a basis for comparison; a reference point against which other things can be evaluated,1,0,1,0
1095,TWO,flagon,a large metal or pottery vessel with a handle and spout; used to hold alcoholic beverages (usually wine),1,0,1,0
1096,TWO,abhorrence,hate coupled with disgust,1,0,1,0
1097,TWO,quizzical,playfully vexing (especially by ridicule); - Lawrence Durrell,1,0,1,0
1098,TWO,kookaburra,Australian kingfisher having a loud cackling cry,1,0,1,0
1099,TWO,invertebrate,any animal lacking a backbone or notochord; the term is not used as a scientific classification,1,0,1,0
1100,TWO,reprieve,a (temporary) relief from harm or discomfort,1,0,1,0
1101,TWO,incoherent,without logical or meaningful connection,1,0,1,0
1102,TWO,personnel,group of people willing to obey orders,1,0,1,0
1103,TWO,heliotrope,green chalcedony with red spots that resemble blood,1,0,1,0
1104,TWO,napoleon,French general who became emperor of the French (1769-1821),1,0,1,0
1105,TWO,bandanna,large and brightly colored handkerchief; often used as a neckerchief,1,0,1,0
1106,TWO,consequent,following or accompanying as a consequence,1,0,1,0
1107,TWO,tercentenary,the 300th anniversary (or the celebration of it),1,0,1,0
1108,TWO,vexatious,causing irritation or annoyance,1,0,1,0
1109,TWO,squander,spend thoughtlessly; throw away,1,0,1,0
1110,TWO,superlative,an exaggerated expression (usually of praise),1,0,1,0
1111,TWO,bandana,large and brightly colored handkerchief; often used as a neckerchief,1,0,1,0
1112,TWO,contusion,an injury that doesn't break the skin but results in some discoloration,1,0,1,0
1113,TWO,vituperative,marked by harshly abusive criticism,1,0,1,0
1114,TWO,faux,not genuine or real; being an imitation of the genuine article,1,0,1,0
1115,TWO,prenuptial,relating to events before a marriage,1,0,1,0
1116,TWO,oxygenate,"impregnate, combine, or supply with oxygen",1,0,1,0
1117,TWO,manipulable,easily managed (controlled or taught or molded); ; - Samuel Butler,1,0,1,0
1118,TWO,mulligan,Irish version of burgoo,1,0,1,0
1119,TWO,churlish,rude and boorish,1,0,1,0
1120,TWO,sophisticated,make less natural or innocent,1,0,1,0
1121,TWO,succulent,a plant adapted to arid conditions and characterized by fleshy water-storing tissues that act as water reservoirs,1,0,1,0
1122,TWO,annihilate,kill in large numbers,1,0,1,0
1123,TWO,axiomatic,evident without proof or argument,1,0,1,0
1124,TWO,sabermetrics,Undefined,1,0,1,0
1125,TWO,riviera,a coastal area between La Spezia in Italy and Cannes in France,1,0,1,0
1126,TWO,nebulous,lacking definite form or limits; - H.T.Moore,1,0,1,0
1127,TWO,bedraggled,"make wet and dirty, as from rain",1,0,1,0
1128,TWO,sarcophagus,a stone coffin (usually bearing sculpture or inscriptions),1,0,1,0
1129,TWO,indefatigable,showing sustained enthusiastic action with unflagging vitality,1,0,1,0
1130,TWO,elocution,an expert manner of speaking involving control of voice and gesture,1,0,1,0
1131,TWO,laconic,brief and to the point; effectively cut short,1,0,1,0
1132,TWO,genus,a general kind of something,1,0,1,0
1133,TWO,rectitude,righteousness as a consequence of being honorable and honest,1,0,1,0
1134,TWO,surrogate,someone who takes the place of another person,1,0,1,0
1135,TWO,ulterior,lying beyond what is openly revealed or avowed (especially being kept in the background or deliberately concealed); ; - Bertrand Russell,1,0,1,0
1136,TWO,dowager,a widow holding property received from her deceased husband,1,0,1,0
1137,TWO,excision,the omission that is made when an editorial change shortens a written passage,1,0,1,0
1138,TWO,legionnaire,a member of the American Legion,1,0,1,0
1139,TWO,uranium,a heavy toxic silvery-white radioactive metallic element; occurs in many isotopes; used for nuclear fuels and nuclear weapons,1,0,1,0
1140,TWO,terabyte,"a unit of information equal to 1000 gigabytes or 10^12 (1,000,000,000,000) bytes",1,0,1,0
1141,TWO,oligarchy,a political system governed by a few people,1,0,1,0
1142,TWO,comparison,the act of examining resemblances,1,0,1,0
1143,TWO,emblazoned,decorate with colors,1,0,1,0
1144,TWO,sternutation,a symptom consisting of the involuntary expulsion of air from the nose,1,0,1,0
1145,TWO,inundate,fill quickly beyond capacity; as with a liquid,1,0,1,0
1146,TWO,uncouth,lacking refinement or cultivation or taste,1,0,1,0
1147,TWO,pianola,a mechanically operated piano that uses a roll of perforated paper to activate the keys,1,0,1,0
1148,TWO,diaphanous,so thin as to transmit light,1,0,1,0
1149,TWO,bric-a-brac,miscellaneous curios,1,0,1,0
1150,TWO,subcutaneous,relating to or located below the epidermis,1,0,1,0
1151,TWO,wunderkind,Undefined,1,0,1,0
1152,TWO,onerous,not easily borne; wearing,1,0,1,0
1153,TWO,dignify,confer dignity or honor upon,1,0,1,0
1154,TWO,agoraphobia,a morbid fear of open spaces (as fear of being caught alone in some public place),1,0,1,0
1155,TWO,longitude,the angular distance between a point on any meridian and the prime meridian at Greenwich,1,0,1,0
1156,TWO,alacrity,liveliness and eagerness,1,0,1,0
1157,TWO,filial,designating the generation or the sequence of generations following the parental generation,1,0,1,0
1158,TWO,macrocosm,everything that exists anywhere,1,0,1,0
1159,TWO,allegiance,the act of binding yourself (intellectually or emotionally) to a course of action,1,0,1,0
1160,TWO,buffet,a piece of furniture that stands at the side of a dining room; has shelves and drawers,1,0,1,0
1161,TWO,maverick,someone who exhibits great independence in thought and action,1,0,1,0
1162,TWO,choreographer,someone who creates new dances,1,0,1,0
1163,TWO,wearisome,so lacking in interest as to cause mental weariness; ; ; ; ; ; - Edmund Burke; ; - Mark Twain,1,0,1,0
1164,TWO,bulbous,shaped like a bulb,1,0,1,0
1165,TWO,basaltic,of or relating to or containing basalt,1,0,1,0
1166,TWO,tortoise,usually herbivorous land turtles having clawed elephant-like limbs; worldwide in arid area except Australia and Antarctica,1,0,1,0
1167,TWO,retrograde,"move backward in an orbit, of celestial bodies",1,0,1,0
1168,TWO,leguminous,relating to or consisting of legumes,1,0,1,0
1169,TWO,visage,the human face (`kisser' and `smiler' and `mug' are informal terms for `face' and `phiz' is British),1,0,1,0
1170,TWO,umpirage,mediation by an umpire,1,0,1,0
1171,TWO,scorpion,(astrology) a person who is born while the sun is in Scorpio,1,0,1,0
1172,TWO,surmountable,capable of being surmounted or overcome,1,0,1,0
1173,TWO,partridge,flesh of either quail or grouse,1,0,1,0
1174,TWO,ceramics,the art of making and decorating pottery,1,0,1,0
1175,TWO,fascinator,Undefined,1,0,1,0
1176,TWO,heredity,the biological process whereby genetic factors are transmitted from one generation to the next,1,0,1,0
1177,TWO,planetarium,a building housing an instrument for projecting the positions of the planets onto a domed ceiling,1,0,1,0
1178,TWO,endure,put up with something or somebody unpleasant,1,0,1,0
1179,TWO,insignia,a badge worn to show official position,1,0,1,0
1180,TWO,mimetic,characterized by or of the nature of or using mimesis,1,0,1,0
1181,TWO,testimony,a solemn statement made under oath,1,0,1,0
1182,TWO,philharmonic,a large orchestra; can perform symphonies,1,0,1,0
1183,TWO,ecstatic,feeling great rapture or delight,1,0,1,0
1184,TWO,bonobo,small chimpanzee of swamp forests in Zaire; a threatened species,1,0,1,0
1185,TWO,binomial,(mathematics) a quantity expressed as a sum or difference of two terms; a polynomial with two terms,1,0,1,0
1186,TWO,luminance,the quality of being luminous; emitting or reflecting light,1,0,1,0
1187,TWO,demographics,a statistic characterizing human populations (or segments of human populations broken down by age or sex or income etc.),1,0,1,0
1188,TWO,lupine,any plant of the genus Lupinus; bearing erect spikes of usually purplish-blue flowers,1,0,1,0
1189,TWO,ingenuous,characterized by an inability to mask your feelings; not devious,1,0,1,0
1190,TWO,chancellor,the British cabinet minister responsible for finance,1,0,1,0
1191,TWO,trefoil,any of several Old World herbs of the genus Medicago having small flowers and trifoliate compound leaves,1,0,1,0
1192,TWO,adjective,a word that expresses an attribute of something,1,0,1,0
1193,TWO,Jurassic,from 190 million to 135 million years ago; dinosaurs; conifers,1,0,1,0
1194,TWO,resuscitate,cause to regain consciousness,1,0,1,0
1195,TWO,phonetician,a specialist in phonetics,1,0,1,0
1196,TWO,pauper,a person who is very poor,1,0,1,0
1197,TWO,designer,a person who specializes in designing architectural interiors and their furnishings,1,0,1,0
1198,TWO,elucidate,make clear and (more) comprehensible,1,0,1,0
1199,TWO,myoglobin,a hemoprotein that receives oxygen from hemoglobin and stores it in the tissues until needed,1,0,1,0
1200,TWO,approbatory,expressing or manifesting praise or approval,1,0,1,0
1201,TWO,macular,Undefined,1,0,1,0
